68,3201
54,5266
53,8687
53,1502
52,1746
48,6344
44,3555
40,0896
35,0073
26,6892
21,3852
18,9445
19,6767
17,0463
14,1042
12,4928
11,5699
10,9238
10,3983
9,94463
9,54758
9,19867
8,89021
8,61502
8,36702
8,14137
7,93438
7,74323
7,56576
7,40025
7,24534
7,0999
6,96296
6,83371
6,71143
6,59552
6,48541
6,38063
6,28077
6,18542
6,09427
6,007
5,92334
5,84305
5,7659
5,69169
5,62024
5,55137
5,48495
5,42081
5,35884
5,29892
5,24093
5,18477
5,13035
5,07758
5,02638
4,97667
4,92838
4,88144
4,8358
4,79139
4,74815
4,70605
4,66503
4,62504
4,58604
4,548
4,51087
4,47462
4,43921
4,40461
4,37079
4,33773
4,30539
4,27375
4,24279
4,21247
4,18278
4,15371
4,12521
4,09729
4,06991
4,04307
4,01674
3,9909
3,96555
3,94067
3,91624
3,89225
3,86869
3,84555
3,82281
3,80045
3,77848
3,75688
3,73564
3,71475
3,6942
3,67398
3,65408
3,63449
3,61522
3,59624
3,57755
3,55914
3,54101
3,52315
3,50555
3,48821
3,47112
3,45427
3,43766
3,42129
3,40514
3,38922
3,37351
3,35802
3,34273
3,32765
3,31276
3,29807
3,28357
3,26926
3,25513
3,24118
3,2274
3,2138
3,20036
3,18709
3,17398
3,16102
3,14822
3,13558
3,12308
3,11072
3,09851
3,08644
3,07451
3,06272
3,05105
3,03952
3,02811
3,01683
3,00568
2,99464
2,98372
2,97292
2,96224
2,95166
2,9412
2,93085
2,9206
2,91046
2,90042
2,89048
2,88064
2,87091
2,86126
2,85172
2,84226
2,8329
2,82363
2,81445
2,80536
2,79635
2,78743
2,77859
2,76983
2,76115
2,75256
2,74404
2,7356
2,72724
2,71895
2,71074
2,7026
2,69453
2,68653
2,6786
2,67074
2,66295
2,65522
2,64756
2,63997
2,63244
2,62497
2,61757
2,61022
2,60294
2,59572
2,58856
2,58145
2,5744
2,56741
2,56048
2,5536
2,54677
2,54
2,53328
