69,2544
55,2681
53,9345
52,5556
49,715
46,1848
44,2298
42,981
42,2661
41,7698
41,4099
41,1276
40,8927
40,6877
40,5004
40,3206
40,1388
39,9444
39,7215
39,4181
37,3625
18,5991
17,1362
19,4625
18,4818
16,2594
14,8451
13,7793
12,8678
12,06
11,3478
10,7255
10,1831
9,70877
9,29147
8,92162
8,59138
8,29439
8,02557
7,7808
7,55672
7,3506
7,16017
6,98354
6,81912
6,66557
6,52176
6,38669
6,25951
6,13949
6,02598
5,91842
5,81631
5,7192
5,6267
5,53846
5,45417
5,37353
5,29629
5,22223
5,15113
5,0828
5,01707
4,95377
4,89277
4,83392
4,77711
4,72221
4,66913
4,61777
4,56804
4,51985
4,47312
4,42779
4,38379
4,34105
4,29951
4,25912
4,21983
4,18159
4,14435
4,10808
4,07272
4,03824
4,00462
3,9718
3,93977
3,90848
3,87792
3,84805
3,81885
3,79029
3,76236
3,73502
3,70826
3,68206
3,6564
3,63126
3,60663
3,58248
3,5588
3,53558
3,5128
3,49045
3,46851
3,44698
3,42583
3,40507
3,38467
3,36463
3,34494
3,32558
3,30655
3,28784
3,26944
3,25134
3,23354
3,21602
3,19877
3,1818
3,16509
3,14864
3,13244
3,11648
3,10076
3,08527
3,07001
3,05497
3,04015
3,02554
3,01113
2,99693
2,98292
2,9691
2,95548
2,94203
2,92877
2,91568
2,90276
2,89001
2,87742
2,865
2,85273
2,84062
2,82866
2,81685
2,80518
2,79365
2,78226
2,77101
2,7599
2,74891
2,73805
2,72732
2,71671
2,70623
2,69586
2,68561
2,67548
2,66545
2,65554
2,64574
2,63604
2,62645
2,61696
2,60757
2,59828
2,58909
2,57999
2,57099
2,56208
2,55326
2,54453
2,53589
2,52733
2,51886
2,51048
2,50217
2,49395
2,48581
2,47774
2,46975
2,46184
2,454
2,44624
2,43855
2,43093
2,42338
2,4159
2,40849
2,40114
2,39386
2,38665
2,3795
2,37241
2,36539
2,35842
2,35152
2,34468
2,33789
