66,6864
53,5506
53,1721
52,8578
52,5946
52,4036
52,218
51,8387
51,2794
50,3544
48,8605
47,3202
46,0869
45,0696
44,173
43,4293
42,851
42,4177
42,0817
41,7798
41,3483
32,3527
33,0999
32,9675
33,5402
35,5845
31,4488
26,787
23,5971
21,1693
19,3052
17,7467
16,4333
15,3437
14,4382
13,6756
13,0228
12,4555
11,9562
11,5118
11,1128
10,7517
10,423
10,122
9,84514
9,58942
9,35236
9,13191
8,92629
8,73401
8,55377
8,38444
8,22504
8,0747
7,93266
7,79822
7,67079
7,5498
7,43478
7,32526
7,22085
7,12119
7,02593
6,93477
6,84743
6,76366
6,68321
6,60588
6,53147
6,45978
6,39066
6,32393
6,25947
6,19712
6,13678
6,07831
6,02162
5,96661
5,91317
5,86123
5,81071
5,76153
5,71361
5,6669
5,62134
5,57686
5,53343
5,49097
5,44946
5,40885
5,3691
5,33017
5,29203
5,25464
5,21798
5,18201
5,14672
5,11206
5,07803
5,0446
5,01174
4,97945
4,94769
4,91646
4,88574
4,8555
4,82575
4,79646
4,76762
4,73922
4,71125
4,68369
4,65654
4,62978
4,60341
4,57742
4,55179
4,52653
4,50162
4,47705
4,45281
4,42891
4,40533
4,38207
4,35911
4,33646
4,31411
4,29205
4,27027
4,24878
4,22756
4,20661
4,18593
4,16551
4,14534
4,12543
4,10576
4,08633
4,06714
4,04819
4,02946
4,01096
3,99269
3,97463
3,95678
3,93915
3,92173
3,9045
3,88748
3,87066
3,85402
3,83758
3,82133
3,80526
3,78937
3,77366
3,75813
3,74277
3,72758
3,71255
3,69769
3,683
3,66846
3,65408
3,63985
3,62577
3,61185
3,59807
3,58443
3,57094
3,55759
3,54438
3,5313
3,51835
3,50554
3,49286
3,48031
3,46788
3,45558
3,4434
3,43134
3,4194
3,40757
3,39586
3,38426
3,37278
3,3614
3,35014
3,33898
3,32793
3,31698
3,30613
3,29538
3,28474
3,27419
3,26373
3,25338
3,24311
3,23294
3,22286
