68,8463
51,6707
38,4844
11,0808
9,65775
5,31094
4,23837
3,82397
3,56167
3,34558
3,15288
2,98071
2,8288
2,69583
2,57963
2,47778
2,38796
2,30819
2,23679
2,1724
2,11392
2,06044
2,01125
1,96575
1,92345
1,88397
1,84698
1,81218
1,77937
1,74833
1,71891
1,69095
1,66433
1,63894
1,61469
1,59149
1,56926
1,54794
1,52746
1,50777
1,48882
1,47056
1,45296
1,43598
1,41957
1,40371
1,38837
1,37353
1,35915
1,34521
1,33169
1,31857
1,30584
1,29346
1,28144
1,26974
1,25836
1,24728
1,23649
1,22598
1,21573
1,20574
1,19599
1,18647
1,17718
1,16811
1,15924
1,15058
1,14211
1,13382
1,12571
1,11778
1,11001
1,1024
1,09495
1,08765
1,0805
1,07348
1,0666
1,05985
1,05323
1,04673
1,04035
1,03409
1,02794
1,0219
1,01596
1,01013
1,0044
0,998763
0,993221
0,987771
0,982411
0,977136
0,971947
0,966839
0,961811
0,956861
0,951987
0,947187
0,942459
0,937801
0,933212
0,928689
0,924232
0,919839
0,915507
0,911236
0,907025
0,902871
0,898774
0,894733
0,890745
0,88681
0,882927
0,879094
0,875311
0,871577
0,867889
0,864249
0,860653
0,857102
0,853595
0,85013
0,846707
0,843325
0,839983
0,83668
0,833417
0,83019
0,827002
0,823849
0,820732
0,81765
0,814603
0,811589
0,808609
0,805661
0,802745
0,799861
0,797007
0,794183
0,791389
0,788625
0,785889
0,783181
0,780501
0,777849
0,775223
0,772623
0,77005
0,767502
0,764979
0,76248
0,760006
0,757556
0,755129
0,752726
0,750345
0,747987
0,74565
0,743335
0,741042
0,73877
0,736518
0,734287
0,732076
0,729885
0,727713
0,725561
0,723427
0,721313
0,719216
0,717138
0,715077
0,713035
0,711009
0,709001
0,707009
0,705035
0,703076
0,701134
0,699208
0,697298
0,695403
0,693523
0,691659
0,689809
0,687974
0,686154
0,684348
0,682557
0,680779
0,679015
0,677265
0,675528
0,673804
0,672094
0,670396
0,668711
